No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
402,CUK,Carnival Corporation & Plc,Consumer Cyclical,Leisure,USA,11.77B,2.94,12.72,5.21%,"2,122,497",-,2.94,4.32,-,687.00M,1.11%,11.77B,-,99.90%,-,228.39M,-40.00%,2.99B,0.22,-,8.10%,0.64%,21.72%,20.83B,0.57,-2.70%,-0.73%,0.68,-72.34%,36.92,0.34,6.70%,-,-71.51%,0.56,22.73,13.40%,12.10%,7.08 - 49.03,-73.59%,2.00,-,22.60%,8.70%,-74.06%,1.90,15.72%,0.20,5.60%,38.00%,79.66%,1.37,104000,0.20,7.30%,15.70%,44.58,6.58% 8.36%,Yes,0.45,-12.80%,14.40%,0.99,12.09,Yes,0.38,Apr 14 BMO,46.10%,2.14M,12.72,-,-12.73%,-7.68%,-57.30%,"2,122,497",5.21%
403,CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office,USA,4.28B,15.16,28.87,-0.03%,"625,093",-,15.16,1.90,0.60%,147.42M,-3.22%,4.28B,42.15,-57.05%,-3.53%,147.41M,-20.05%,290.00M,-,0.14,99.20%,3.40%,-4.88%,718.70M,5.95,53.80%,-1.79%,3.94,-27.66%,30.76,0.94,4.20%,38.00,-23.44%,0.84,34.35,-,6.60%,21.15 - 42.99,-29.93%,1.20,-,61.50%,-,-32.84%,0.96,4.16%,-,29.90%,66.00%,36.50%,1.35,331,-,46.10%,14.30%,41.05,2.74% 4.18%,Yes,0.43,256.20%,40.40%,0.49,28.88,Yes,0.43,Apr 30 AMC,60.80%,1.27M,28.87,1.70,-7.20%,-3.87%,-18.49%,"625,093",-0.03%
404,CVBF,CVB Financial Corp.,Financial,Banks - Regional,USA,2.35B,12.44,17.22,-2.93%,"844,878",-,12.44,1.38,0.40%,139.11M,-8.11%,2.35B,15.37,-3.45%,-1.84%,127.67M,-16.81%,193.70M,1.24,0.27,75.00%,4.35%,-9.80%,449.70M,5.23,19.20%,4.54%,7.28,-18.72%,13.96,1.23,1.70%,20.00,-17.01%,5.71,3.01,10.00%,9.90%,14.91 - 22.23,-20.20%,0.72,19.08,8.70%,17.20%,-22.52%,0.66,4.18%,-,12.60%,-,15.45%,0.84,585,-,-7.10%,94.50%,38.97,3.81% 4.22%,Yes,0.01,-26.10%,43.10%,1.11,17.74,Yes,0.01,Jul 22 AMC,51.90%,762.54K,17.22,3.00,-7.14%,-8.97%,-14.43%,"844,878",-2.93%
405,CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,Canada,5.35B,25.96,4.44,-0.89%,"5,104,819",-,25.96,0.17,0.10%,1.23B,-4.93%,5.35B,-,62.10%,0.00%,1.02B,-23.18%,211.30M,-,-0.38,73.10%,1.89%,61.45%,14.09B,0.38,175.20%,0.53%,2.27,-57.35%,10.62,0.42,0.80%,-,-51.21%,0.10,45.43,-6.26%,1.50%,1.41 - 10.82,-56.26%,-,2.80,12.70%,8.80%,-58.96%,2.70,-,0.40,0.50%,54.50%,214.89%,0.28,2361,0.70,-20.70%,0.00%,47.11,4.37% 5.79%,Yes,0.54,-,1.50%,0.60,4.48,Yes,0.49,Jul 23 BMO,130.80%,8.47M,4.44,2.50,-5.08%,3.04%,-33.91%,"5,104,819",-0.89%
406,CVET,"Covetrus, Inc.",Healthcare,Health Information Services,USA,2.06B,-,19.11,0.95%,"544,870",-,-,-9.29,0.20%,112.00M,6.82%,2.06B,30.58,31.30%,-9.67%,99.50M,-0.42%,-1039.00M,-,0.08,-,10.75%,174.96%,4.10B,0.50,-37.70%,3.44%,6.46,38.68%,10.73,1.78,-28.90%,12.38,-20.34%,1.90,10.05,-,-68.90%,4.05 - 25.89,44.77%,-,-,-,-40.50%,-26.19%,-,-,1.10,-,18.80%,372.44%,1.16,5100,1.80,13.20%,-24.60%,62.20,5.39% 7.04%,Yes,1.13,-114.80%,-25.30%,0.33,18.93,Yes,1.08,May 14 AMC,-,1.65M,19.11,2.60,6.97%,24.70%,54.82%,"544,870",0.95%
407,CVNA,Carvana Co.,Consumer Cyclical,Internet Retail,USA,23.09B,-,138.92,4.36%,"1,153,212",-,-,-2.96,0.90%,50.40M,15.57%,23.09B,-,34.30%,-2.89%,45.89M,22.25%,-146.00M,-,-0.84,-,45.81%,150.17%,4.28B,5.39,-20.40%,12.23%,7.63,52.81%,0.86,161.53,-7.80%,95.00,110.10%,1.63,85.07,-,-153.50%,22.16 - 138.35,50.92%,-,-,-19.20%,-22.80%,0.41%,-,-,0.50,148.40%,13.00%,526.90%,7.81,7324,1.20,45.40%,-10.90%,68.34,4.98% 5.92%,Yes,41.80,-112.60%,-3.40%,0.42,133.11,Yes,21.72,May 06 AMC,-,2.75M,138.92,2.30,15.04%,32.51%,62.81%,"1,153,212",4.36%
408,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA,82.35B,11.43,63.14,-1.22%,"9,371,273",S&P 500,11.43,5.52,0.10%,1.31B,-2.82%,82.35B,8.37,5.68%,-20.64%,1.30B,-10.59%,7.22B,1.94,1.87,79.20%,1.52%,11.03%,261.89B,0.31,861.40%,-0.56%,2.53,-14.19%,49.88,1.27,3.20%,78.87,15.16%,9.75,6.48,5.90%,11.40%,52.04 - 77.03,-15.01%,2.00,9.03,5.10%,7.20%,-18.03%,0.73,3.17%,0.70,13.00%,38.20%,21.33%,1.69,290000,1.00,8.30%,4.80%,43.42,1.83% 2.60%,Yes,1.10,40.40%,2.80%,1.20,63.92,Yes,1.01,May 06 BMO,36.10%,7.83M,63.14,2.10,-2.41%,-1.63%,-5.04%,"9,371,273",-1.22%
409,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,159.95B,42.79,86.35,0.05%,"6,733,062",DJIA S&P500,42.79,2.02,0.05%,1.87B,-3.23%,159.95B,37.82,-,-6.62%,1.87B,-16.36%,3.88B,7.78,-0.81,67.20%,0.88%,6.71%,134.97B,1.19,-80.00%,-2.32%,1.55,-27.47%,77.29,1.12,1.60%,98.52,-30.00%,4.61,18.73,5.50%,2.60%,51.60 - 127.00,-28.35%,5.16,44.86,-31.40%,0.20%,-32.01%,1.31,5.98%,0.80,-6.90%,43.80%,67.34%,3.13,48200,1.00,-15.10%,1.90%,40.30,2.68% 3.34%,Yes,0.22,38.40%,2.90%,0.64,86.31,Yes,0.16,May 01 BMO,237.20%,10.56M,86.35,2.20,-4.81%,-6.08%,-15.80%,"6,733,062",0.05%
410,CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USA,3.60B,12.32,87.12,0.93%,"348,269",-,12.32,7.07,0.60%,42.46M,-2.42%,3.60B,12.32,9.61%,-5.49%,41.34M,-24.86%,303.80M,1.48,1.30,81.50%,1.45%,-7.38%,2.51B,1.43,11.20%,-0.45%,2.00,-40.02%,39.33,2.22,8.50%,127.60,-31.35%,3.82,22.80,8.30%,17.90%,70.56 - 149.90,-38.16%,0.68,19.18,15.60%,12.40%,-41.88%,1.27,0.78%,1.30,2.10%,35.90%,23.47%,4.00,9100,2.00,4.00%,16.10%,42.37,3.43% 4.22%,Yes,0.54,-6.30%,12.10%,1.16,86.32,Yes,0.54,May 06 AMC,9.30%,299.95K,87.12,1.40,-4.69%,-8.66%,-27.02%,"348,269",0.93%
411,CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA,4.42B,-,21.23,1.00%,"128,626",-,-,-0.18,0.10%,114.00M,1.24%,4.42B,21.02,-21.09%,0.00%,113.33M,-1.53%,-20.00M,-,0.57,85.10%,0.90%,20.01%,1.07B,4.12,-121.90%,0.70%,4.18,12.09%,15.80,1.34,-0.20%,23.33,25.92%,0.53,40.15,10.00%,-1.10%,15.29 - 22.83,11.04%,0.84,49.08,-18.70%,2.50%,-7.01%,1.12,3.96%,0.30,4.50%,67.30%,38.86%,0.67,307,0.30,18.90%,20.10%,54.35,2.43% 3.49%,Yes,3.64,-37.40%,-1.90%,0.53,21.02,Yes,2.82,-,-,244.39K,21.23,2.70,0.26%,5.00%,10.34%,"128,626",1.00%
412,CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USA,2.40B,-,27.01,6.09%,"1,232,486",-,-,-1.34,3.00%,37.53M,-0.55%,2.40B,23.92,118.38%,13.20%,26.23M,8.37%,-49.40M,-,0.40,92.40%,26.77%,357.83%,4.85B,0.49,-685.80%,-0.81%,3.04,106.59%,-1.20,-,-1.40%,19.25,133.01%,1.23,21.94,13.90%,548.20%,3.39 - 29.22,86.13%,0.32,10.25,-25.00%,-1.00%,-7.56%,4.09,1.18%,0.20,13.20%,26.60%,697.17%,1.99,10809,1.30,-3.50%,0.10%,60.15,6.62% 8.09%,Yes,-,58.30%,-1.00%,0.53,25.46,Yes,-,May 07 AMC,-,2.31M,27.01,2.70,4.90%,34.06%,103.30%,"1,232,486",6.09%
413,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,USA,2.49B,-,11.65,-1.10%,"438,923",-,-,-0.16,0.60%,219.90M,-6.50%,2.49B,8.03,56.36%,-3.83%,124.13M,-15.52%,-34.00M,-,0.08,69.90%,4.26%,9.18%,8.74B,0.29,100.10%,-1.52%,5.02,-41.66%,4.93,2.36,-0.50%,13.00,-35.85%,1.77,6.57,10.00%,-2.80%,6.84 - 20.80,-43.00%,-,15.80,-,3.70%,-43.98%,-,-,1.10,-,19.80%,70.32%,0.77,53000,1.10,-0.40%,1.50%,45.61,5.68% 5.54%,Yes,2.44,-159.70%,-0.40%,0.42,11.78,Yes,2.41,May 07 AMC,-,1.05M,11.65,2.30,-5.90%,1.26%,-26.32%,"438,923",-1.10%
414,CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,USA,2.49B,71.92,50.99,-0.08%,"167,152",-,71.92,0.71,3.10%,48.01M,-2.17%,2.49B,66.22,47.51%,-31.20%,45.86M,-3.34%,34.30M,18.44,0.05,99.91%,2.67%,17.62%,762.50M,3.26,354.00%,2.47%,4.02,6.58%,2.46,20.73,3.70%,52.00,25.53%,0.54,94.90,3.90%,30.70%,34.35 - 56.14,10.78%,-,113.01,45.00%,8.60%,-9.17%,1.01,-,1.00,15.10%,31.90%,48.44%,1.70,2500,1.00,11.70%,7.30%,52.04,2.65% 3.43%,Yes,4.69,153.20%,4.50%,0.55,51.03,Yes,4.64,May 07 AMC,0.00%,304.74K,50.99,2.20,0.90%,2.61%,9.05%,"167,152",-0.08%
415,CWT,California Water Service Group,Utilities,Utilities - Regulated Water,USA,2.31B,-,47.69,-0.21%,"195,277",-,-,-1.45,0.90%,48.58M,-0.02%,2.31B,27.97,17.75%,0.00%,48.27M,-0.67%,-70.60M,-,0.73,77.30%,1.34%,-2.97%,714.00M,3.23,-153.70%,-2.47%,2.22,-4.49%,15.54,3.07,1.60%,51.25,-7.18%,2.90,16.44,9.80%,6.70%,39.74 - 57.48,-7.51%,0.85,-,-24.70%,-1.30%,-17.03%,0.01,1.78%,0.50,3.60%,64.70%,20.01%,1.39,1207,0.50,-0.40%,15.00%,55.66,2.07% 3.12%,Yes,1.51,-163.10%,7.10%,0.67,47.79,Yes,1.04,Apr 30 BMO,76.60%,291.29K,47.69,2.40,2.08%,3.08%,-5.54%,"195,277",-0.21%
416,CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials,Mexico,4.07B,39.29,2.75,-1.08%,"9,007,923",-,39.29,0.07,60.00%,1.47B,-4.51%,4.07B,14.55,285.71%,0.00%,461.45M,-12.42%,92.80M,-,-0.02,33.80%,2.74%,33.50%,13.12B,0.31,-87.90%,0.72%,1.31,-26.86%,5.96,0.46,-,3.36,-31.42%,1.12,2.46,-,-,1.55 - 4.37,-27.25%,0.10,-,15.00%,3.90%,-37.07%,1.45,3.64%,0.80,-42.00%,32.80%,77.42%,0.17,40856,1.00,-0.30%,-,50.35,4.37% 5.63%,Yes,1.22,147.40%,-,0.93,2.78,Yes,1.16,-,-,9.68M,2.75,2.90,-2.52%,10.22%,-14.10%,"9,007,923",-1.08%
417,CXO,Concho Resources Inc.,Energy,Oil & Gas E&P,USA,9.82B,-,50.52,-0.32%,"1,427,098",S&P 500,-,-47.57,0.90%,195.33M,-1.90%,9.82B,34.75,-44.57%,-1.10%,194.61M,-30.15%,-9288.00M,-,0.68,96.40%,3.12%,3.46%,4.41B,2.23,-126.90%,-1.06%,2.23,-45.74%,42.90,1.18,-41.30%,74.28,-49.62%,0.85,59.52,19.54%,-59.30%,33.13 - 104.88,-42.31%,0.80,3.43,-22.20%,-3.80%,-51.83%,1.85,1.58%,2.10,11.50%,84.00%,52.49%,2.73,1453,2.20,-16.50%,-,37.16,3.01% 4.56%,Yes,0.00,-,-,0.52,50.68,Yes,0.47,Jul 29 AMC,-,2.73M,50.52,1.80,-7.95%,-10.99%,-22.93%,"1,427,098",-0.32%
418,CYBR,CyberArk Software Ltd.,Technology,Software - Infrastructure,Israel,4.15B,80.89,107.26,-0.07%,"429,693",-,80.89,1.33,1.13%,38.22M,8.05%,4.15B,45.49,26.77%,0.00%,37.99M,0.86%,51.80M,11.90,0.27,87.10%,6.07%,28.79%,444.80M,9.33,27.70%,-0.21%,3.74,-16.26%,16.94,6.33,4.70%,115.10,-17.31%,28.16,3.81,6.80%,8.70%,69.50 - 148.74,-7.99%,-,33.58,37.10%,5.00%,-27.89%,1.26,-,6.20,33.30%,85.10%,54.32%,3.51,1380,6.20,11.40%,11.50%,59.03,3.18% 3.37%,Yes,0.76,-82.90%,11.60%,0.70,107.34,Yes,0.76,May 13 BMO,0.00%,615.64K,107.26,2.00,6.59%,6.04%,-0.65%,"429,693",-0.07%
419,CZR,Caesars Entertainment Corporation,Consumer Cyclical,Resorts & Casinos,USA,8.20B,-,12.12,1.68%,"23,492,152",-,-,-1.22,0.40%,682.00M,-0.08%,8.20B,-,53.50%,0.00%,678.36M,-2.18%,-789.00M,-,-0.91,-,10.22%,65.01%,8.46B,0.97,-772.70%,-2.19%,4.33,-10.62%,3.31,3.66,-3.10%,11.96,0.25%,3.96,3.06,-,-33.20%,3.22 - 14.73,-10.88%,-,-,37.50%,3.70%,-17.75%,1.94,-,1.20,1.90%,51.90%,276.40%,0.43,64000,1.20,-13.60%,3.70%,56.86,3.79% 3.31%,Yes,8.77,169.70%,-9.30%,1.47,11.92,Yes,8.37,May 11 AMC,-,16.00M,12.12,2.60,0.89%,9.10%,5.11%,"23,492,152",1.68%
420,CZZ,Cosan Limited,Energy,Oil & Gas Refining & Marketing,Brazil,4.00B,16.85,17.56,1.68%,"2,511,467",-,16.85,1.04,38.10%,218.16M,16.60%,4.00B,14.44,55.50%,0.00%,105.96M,10.86%,245.50M,1.61,-0.10,64.00%,2.25%,53.63%,3.88B,1.03,0.00%,-1.19%,2.06,-23.15%,4.66,3.77,2.10%,-,25.16%,9.63,1.82,10.45%,23.70%,8.56 - 23.70,-23.12%,0.11,6.38,0.00%,11.20%,-25.91%,1.43,0.63%,1.70,18.30%,31.30%,105.14%,1.04,30369,1.80,14.60%,27.30%,66.07,7.52% 5.68%,Yes,6.98,-52.10%,6.40%,2.17,17.27,Yes,6.23,-,0.00%,1.16M,17.56,2.30,14.39%,27.69%,5.80%,"2,511,467",1.68%
421,D,"Dominion Energy, Inc.",Utilities,Utilities - Diversified,USA,62.89B,35.05,75.22,1.35%,"6,477,285",S&P 500,35.05,2.15,0.20%,838.20M,-7.34%,62.89B,16.26,6.40%,0.00%,836.86M,-12.94%,1.75B,7.42,0.82,73.20%,1.58%,2.42%,17.21B,3.65,-56.50%,6.44%,3.09,-8.50%,33.81,2.22,1.70%,86.20,-3.84%,1.43,52.76,4.72%,6.30%,57.79 - 90.89,-9.18%,3.76,-,-5.90%,3.20%,-17.24%,0.42,5.00%,0.50,5.90%,99.70%,30.16%,2.55,19100,0.60,16.50%,21.20%,35.69,4.14% 2.91%,Yes,1.40,62.40%,10.20%,1.52,74.22,Yes,1.22,May 05 BMO,172.10%,4.27M,75.22,2.60,-8.46%,-7.31%,-7.27%,"6,477,285",1.35%
422,DADA,Dada Nexus Limited,Consumer Cyclical,Internet Retail,China,5.87B,-,29.78,13.40%,"1,663,796",-,-,-1.56,-,197.11M,33.54%,5.87B,-,44.90%,-,20.08M,75.18%,-346.80M,-,-0.17,-,5.98%,-,519.50M,11.30,-3.10%,-,0.51,-,-,-,-,21.20,-,1.38,21.51,-,-,14.60 - 29.00,86.24%,-,-,-,24.20%,2.69%,-,-,2.50,-,9.60%,103.97%,2.69,2149,2.50,80.60%,-,-,10.76% 12.43%,No,-,28.10%,-,0.71,26.26,Yes,-,-,-,2.34M,29.78,2.00,42.95%,45.70%,45.70%,"1,663,796",13.40%
423,DAL,"Delta Air Lines, Inc.",Industrials,Airlines,USA,17.21B,5.01,27.01,0.00%,"27,111,647",S&P 500,5.01,5.39,0.30%,637.00M,-3.71%,17.21B,9.29,141.50%,-86.25%,635.26M,-26.94%,3.50B,-,-4.24,78.40%,4.28%,21.39%,45.13B,0.38,28.70%,-11.96%,0.46,-53.12%,22.46,1.20,5.40%,36.00,-54.19%,-,-,-2.74%,23.90%,17.51 - 63.44,-53.81%,-,4.07,56.40%,19.60%,-57.42%,1.25,-,0.50,3.10%,53.50%,54.25%,2.12,91224,0.50,-18.00%,11.50%,46.34,5.16% 6.61%,Yes,1.19,-176.60%,7.80%,0.46,27.01,Yes,0.88,Apr 22 BMO,28.80%,58.71M,27.01,2.20,-7.65%,2.38%,-38.50%,"27,111,647",0.00%
424,DAO,"Youdao, Inc.",Communication Services,Internet Content & Information,China,4.34B,-,38.42,5.61%,"335,022",-,-,-1.33,5.19%,45.81M,2.45%,4.34B,-,57.70%,0.00%,21.46M,47.32%,-99.70M,-,-0.26,46.90%,1.10%,90.10%,229.20M,18.94,-212.00%,19.63%,1.00,141.18%,0.93,41.31,-,-,-,2.03,18.94,-,-,12.01 - 41.85,172.87%,-,-,-,-51.20%,-8.20%,-,-,1.10,-,34.20%,219.90%,2.35,1699,1.20,78.40%,-27.60%,69.57,6.97% 6.87%,No,2.93,-616.40%,-31.00%,1.42,36.38,Yes,0.00,May 19 AMC,-,236.11K,38.42,1.70,14.71%,41.60%,89.98%,"335,022",5.61%
425,DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,USA,3.85B,10.56,23.87,0.46%,"719,729",-,10.56,2.26,1.60%,163.47M,-3.05%,3.85B,14.99,2.64%,-1.30%,159.56M,-7.55%,380.10M,3.52,0.30,98.80%,1.78%,27.72%,3.38B,1.14,212.40%,-4.12%,2.70,-16.80%,15.56,1.53,-,32.67,19.71%,0.47,50.51,3.00%,-,10.25 - 29.57,-14.99%,-,-,36.70%,9.70%,-19.28%,1.27,-,0.80,-3.20%,23.30%,132.88%,1.03,10100,1.40,2.10%,-,51.41,3.06% 4.46%,Yes,0.69,376.80%,-,0.68,23.76,Yes,0.65,May 06 AMC,-,1.05M,23.87,2.00,0.29%,4.76%,3.72%,"719,729",0.46%
426,DAVA,Endava plc,Technology,Software - Infrastructure,United Kingdom,2.72B,100.37,51.99,4.19%,"97,794",-,100.37,0.52,2.65%,53.82M,7.64%,2.72B,43.65,2.23%,0.00%,18.10M,5.14%,29.30M,442.14,0.20,96.30%,1.06%,34.86%,420.40M,6.47,33.90%,3.64%,1.26,12.07%,4.82,10.79,8.10%,-,29.33%,2.09,24.87,0.23%,12.60%,27.21 - 56.76,11.57%,-,55.88,-,16.20%,-8.40%,-,-,-,-,29.40%,91.07%,2.07,5754,2.10,26.10%,7.70%,61.64,3.75% 4.46%,No,0.25,125.40%,7.00%,0.65,49.90,Yes,0.19,May 21 BMO,0.00%,151.49K,51.99,2.30,6.65%,10.27%,17.39%,"97,794",4.19%
427,DB,Deutsche Bank Aktiengesellschaft,Financial,Banks - Regional,Germany,20.33B,-,10.00,1.83%,"3,388,309",-,-,-3.12,2.70%,2.12B,5.04%,20.33B,43.67,146.50%,0.00%,1.84B,-1.96%,-6591.40M,-,-,35.03%,3.28%,50.60%,27.13B,0.75,59.80%,-,10.09,21.21%,32.73,0.31,-0.40%,6.19,37.36%,432.81,0.02,13.47%,-9.40%,4.99 - 11.16,28.53%,-,-,-34.00%,4.00%,-10.39%,1.54,-,-,0.10%,-,100.40%,0.39,86667,-,-15.90%,52.30%,61.53,2.28% 3.23%,Yes,3.23,-144.50%,-24.30%,0.57,9.82,Yes,3.23,Apr 23 BMO,-,5.97M,10.00,-,5.82%,19.16%,26.96%,"3,388,309",1.83%
428,DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,USA,9.45B,-,22.74,1.34%,"4,518,715",-,-,-0.02,0.80%,417.30M,4.46%,9.45B,25.81,20.03%,-30.66%,256.70M,0.89%,-5.70M,-,0.17,77.40%,5.25%,28.47%,1.73B,5.46,90.50%,3.16%,2.02,22.72%,1.92,11.84,-0.20%,27.73,-9.80%,2.65,8.59,32.50%,-0.70%,14.55 - 26.20,26.97%,-,24.59,-,-7.90%,-13.21%,-,-,1.20,-,76.00%,56.29%,0.80,2801,1.20,18.00%,-1.90%,54.47,2.68% 3.35%,Yes,0.28,602.00%,-0.30%,0.68,22.44,Yes,0.18,May 07 AMC,-,6.68M,22.74,2.20,2.61%,3.45%,16.80%,"4,518,715",1.34%
429,DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,USA,5.63B,21.72,45.51,-1.09%,"328,674",-,21.72,2.10,0.40%,126.90M,-2.17%,5.63B,22.92,2.42%,-9.63%,125.65M,-10.92%,270.00M,2.72,0.44,82.00%,1.48%,14.43%,2.69B,2.09,9.70%,-0.53%,3.20,-19.34%,7.40,6.15,11.10%,53.50,-7.01%,2.64,17.25,8.00%,27.30%,31.08 - 58.32,-21.02%,0.84,41.20,4.50%,19.60%,-21.97%,1.42,1.85%,2.00,2.80%,33.70%,46.43%,1.41,14100,2.80,-11.70%,13.50%,47.97,2.16% 3.01%,Yes,0.84,-14.40%,9.30%,0.57,46.01,Yes,0.78,Jun 02 BMO,42.60%,581.26K,45.51,2.80,-0.89%,-0.45%,-7.58%,"328,674",-1.09%
430,DCP,"DCP Midstream, LP",Energy,Oil & Gas Midstream,USA,2.21B,-,10.16,-5.31%,"1,278,583",-,-,-3.94,0.10%,208.30M,-10.09%,2.21B,10.29,276.80%,188.73%,89.78M,-37.36%,-744.00M,-,0.22,33.20%,8.67%,88.15%,7.08B,0.31,-272.10%,-17.23%,3.81,-61.01%,24.62,0.41,-5.40%,10.58,-66.78%,0.08,122.99,39.45%,-12.80%,2.20 - 31.49,-58.51%,1.56,-,-18.80%,-1.30%,-67.74%,3.86,15.35%,1.00,15.90%,24.30%,361.80%,1.08,-,1.00,-24.60%,-10.30%,40.89,9.33% 8.87%,Yes,1.16,-,-10.50%,0.63,10.73,Yes,1.15,May 06 AMC,-,2.04M,10.16,3.10,-17.25%,-5.54%,-39.58%,"1,278,583",-5.31%
431,DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.25B,-,56.80,3.46%,"350,815",-,-,-4.51,0.40%,53.57M,-4.89%,3.25B,-,11.80%,-62.29%,39.00M,1.54%,-217.70M,-,-1.37,74.70%,9.02%,30.51%,25.10M,129.64,-58.90%,12.29%,6.50,-3.37%,12.55,4.53,-38.40%,72.50,155.97%,12.07,4.71,21.00%,-42.50%,19.88 - 71.11,-8.74%,-,-,-,-36.70%,-20.12%,-,-,15.60,-,-,185.71%,3.43,255,15.60,-,-,47.41,5.99% 5.90%,Yes,0.00,-9.20%,-,0.65,54.90,Yes,0.00,May 05 AMC,-,541.51K,56.80,1.90,-3.54%,-0.28%,10.06%,"350,815",3.46%
432,DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals,USA,37.34B,-,52.25,-2.54%,"4,922,935",S&P 500,-,-1.67,0.10%,738.60M,-1.66%,37.34B,15.04,20.08%,0.00%,733.12M,-8.40%,-1247.00M,-,0.58,76.70%,2.66%,40.23%,21.32B,1.75,-353.20%,0.29%,3.26,-14.02%,53.55,0.98,-0.90%,59.95,-25.36%,-,-,2.64%,-1.60%,28.33 - 74.37,-18.61%,1.20,-,-,-0.50%,-29.74%,-,2.30%,0.70,-,35.50%,84.43%,1.94,35000,1.20,-3.60%,-2.70%,50.16,2.96% 3.70%,Yes,0.44,-396.40%,-3.00%,0.82,53.61,Yes,0.34,May 05 BMO,-,5.98M,52.25,1.80,-0.99%,4.20%,-4.09%,"4,922,935",-2.54%
433,DDOG,"Datadog, Inc.",Technology,Software - Application,USA,28.71B,-,96.13,6.70%,"3,831,552",-,-,-0.01,2.70%,295.46M,10.56%,28.71B,1434.78,39.58%,-46.12%,171.33M,25.59%,-0.70M,-,0.01,55.00%,5.42%,167.77%,424.00M,67.72,-51.80%,32.44%,1.88,139.97%,2.72,35.34,-0.10%,67.40,-,2.66,36.12,-,-0.10%,27.55 - 93.00,154.45%,-,883.45,-,-2.70%,3.37%,-,-,4.40,-,77.20%,248.93%,4.63,1403,4.40,87.20%,-1.60%,74.52,4.63% 5.42%,Yes,0.00,160.40%,-0.20%,0.77,90.09,Yes,0.00,May 11 AMC,-,4.95M,96.13,2.40,13.36%,35.61%,106.91%,"3,831,552",6.70%
434,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,USA,49.22B,18.41,158.38,-0.20%,"1,013,142",S&P 500,18.41,8.61,0.10%,313.20M,0.78%,49.22B,18.53,40.63%,-3.09%,312.15M,-6.18%,2.74B,7.20,1.08,80.30%,1.54%,10.89%,36.85B,1.34,5.90%,-0.12%,2.74,-8.84%,37.88,4.18,3.80%,163.24,-3.04%,28.64,5.53,2.56%,23.60%,106.14 - 181.99,-8.59%,3.04,13.48,2.90%,8.10%,-12.97%,0.96,1.92%,-,1.70%,27.30%,49.22%,5.01,73500,-,-18.30%,12.70%,56.45,2.33% 3.05%,Yes,4.23,-40.20%,7.60%,0.58,158.70,Yes,2.89,May 22 BMO,34.10%,1.75M,158.38,2.30,1.59%,6.87%,-0.25%,"1,013,142",-0.20%
435,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,USA,5.42B,19.66,193.36,2.25%,"246,618",-,19.66,9.83,1.00%,28.00M,-1.54%,5.42B,18.62,27.60%,-4.82%,27.69M,-3.54%,278.50M,1.21,-1.16,-,4.06%,36.97%,2.13B,2.54,7.80%,-2.28%,2.51,11.67%,40.73,4.75,15.60%,206.21,11.01%,23.18,8.34,16.30%,26.50%,78.70 - 218.18,14.51%,-,21.35,15.80%,23.50%,-11.38%,0.99,-,2.90,3.30%,51.80%,145.69%,8.07,3600,4.00,-4.90%,15.90%,53.51,3.19% 3.97%,Yes,0.03,-36.30%,12.90%,0.55,189.10,Yes,0.03,May 21 AMC,0.00%,447.46K,193.36,1.60,-0.99%,9.21%,18.31%,"246,618",2.25%
